date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
12:01:30	19581/19581	---M--	200	added ('OK')	text/html	etag:%224c7d-5f81099612900%22	https://www.fai.gov/sites/default/files/FAC065_Customers_Role_WebPublish/story.html	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/sites/default/files/FAC065_Customers_Role_WebPublish/story.html	(from https://www.fai.gov/training/online-training-non-clp)
12:01:31	482/482	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2029%20Jul%202023%2016:01:41%20GMT	https://www.fai.gov/node/8242	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/node/8242.a6.delayed	(from https://www.fai.gov/training/acquisition-training-providers)
12:01:31	378/378	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2029%20Jul%202023%2016:01:41%20GMT	https://www.fai.gov/node/7490	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/node/7490.a7.delayed	(from https://www.fai.gov/media-library)
12:01:31	35267/35267	---MC-	200	added ('OK')	text/html	etag:%221690646493%22	https://www.fai.gov/node/17465	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/node/17465.html	(from https://www.fai.gov/media-library)
12:01:31	4351/4351	---M--	200	added ('OK')	image/jpeg	etag:%2210ff-5fea52c708185%22	https://www.fai.gov/sites/default/files/styles/fit_no_scale_220_x_220_/public/media-library/thumbnail/The_FAC-C_Professional_Exam_0.jpg?itok=1HzjHUCn	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/sites/default/files/styles/fit_no_scale_220_x_220_/public/media-library/thumbnail/The_FAC-C_Professional_Exam_0934d.jpg	(from https://www.fai.gov/media-library)
12:01:32	30890/30890	---M--	200	added ('OK')	image/png	etag:%2278aa-5f2a5a7897c9f%22	https://www.fai.gov/sites/default/files/styles/fit_no_scale_220_x_220_/public/media-library/thumbnail/fac_c_modernization_faq_thumbnail.png?itok=WHjCQm7B	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/sites/default/files/styles/fit_no_scale_220_x_220_/public/media-library/thumbnail/fac_c_modernization_faq_thumbnail5623.png	(from https://www.fai.gov/media-library)
12:01:32	34306/34306	---MC-	200	added ('OK')	text/html	etag:%221690646494%22	https://www.fai.gov/node/15742	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/node/15742.html	(from https://www.fai.gov/media-library)
12:01:32	28160/28160	---M--	200	added ('OK')	image/png	etag:%226e00-5f2a4ab3a4a61%22	https://www.fai.gov/sites/default/files/styles/fit_no_scale_220_x_220_/public/media-library/thumbnail/fac_c_supervisors-thumbnail-0.png?itok=Glxkorfe	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/sites/default/files/styles/fit_no_scale_220_x_220_/public/media-library/thumbnail/fac_c_supervisors-thumbnail-045f4.png	(from https://www.fai.gov/media-library)
12:01:33	34410/34410	---MC-	200	added ('OK')	text/html	etag:%221690646503%22	https://www.fai.gov/node/15740	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/node/15740.html	(from https://www.fai.gov/media-library)
12:01:33	20799/20799	---M--	200	added ('OK')	image/png	etag:%22513f-5f2a4ab37f8a0%22	https://www.fai.gov/sites/default/files/styles/fit_no_scale_220_x_220_/public/media-library/thumbnail/fac_c_workforce_thumbnail.png?itok=3EF6aWb7	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/sites/default/files/styles/fit_no_scale_220_x_220_/public/media-library/thumbnail/fac_c_workforce_thumbnail68c9.png	(from https://www.fai.gov/media-library)
12:01:33	34666/34666	---MC-	200	added ('OK')	text/html	etag:%221690637513%22	https://www.fai.gov/node/15741	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/node/15741.html	(from https://www.fai.gov/media-library)
12:01:34	7540/7540	---M--	200	added ('OK')	image/jpeg	etag:%221d74-5dcf4aec76b13%22	https://www.fai.gov/sites/default/files/styles/fit_no_scale_220_x_220_/public/media-library/thumbnail/hqdefault.jpg?itok=HcO0emHn	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/sites/default/files/styles/fit_no_scale_220_x_220_/public/media-library/thumbnail/hqdefault09dd.jpg	(from https://www.fai.gov/media-library)
12:01:34	35265/35265	---MC-	200	added ('OK')	text/html	etag:%221690646496%22	https://www.fai.gov/node/11842	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/node/11842.html	(from https://www.fai.gov/media-library)
12:01:34	30053/30053	---M--	200	added ('OK')	image/png	etag:%227565-5f2a42c5b4fa6%22	https://www.fai.gov/sites/default/files/styles/fit_no_scale_220_x_220_/public/media-library/thumbnail/BuyAmThumbnail-1_0.png?itok=n-lW8nqP	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/sites/default/files/styles/fit_no_scale_220_x_220_/public/media-library/thumbnail/BuyAmThumbnail-1_0661f.png	(from https://www.fai.gov/media-library)
12:01:35	35979/35979	---MC-	200	added ('OK')	text/html	etag:%221690646497%22	https://www.fai.gov/node/14745	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/node/14745.html	(from https://www.fai.gov/media-library)
12:01:35	5247/5247	---M--	200	added ('OK')	image/jpeg	etag:%22147f-5d6e34fe6cf80%22	https://www.fai.gov/sites/default/files/styles/fit_no_scale_220_x_220_/public/media-library/thumbnail/periodic%20table%20thumbnail.jpg?itok=GXp6eD6E	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/sites/default/files/styles/fit_no_scale_220_x_220_/public/media-library/thumbnail/periodic%20table%20thumbnail7a67.jpg	(from https://www.fai.gov/media-library)
12:01:35	36746/36746	---MC-	200	added ('OK')	text/html	etag:%221690637582%22	https://www.fai.gov/media-library/item/periodic-table-acquisition-innovations-introductory-tutorial	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/media-library/item/periodic-table-acquisition-innovations-introductory-tutorial.html	(from https://www.fai.gov/media-library)
12:01:36	11707/11707	---M--	200	added ('OK')	image/jpeg	etag:%222dbb-5d6e46b8f6340%22	https://www.fai.gov/sites/default/files/styles/fit_no_scale_220_x_220_/public/media-library/thumbnail/acquisition_seminar_Innovations_080917.jpg?itok=n3RRdH0N	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/sites/default/files/styles/fit_no_scale_220_x_220_/public/media-library/thumbnail/acquisition_seminar_Innovations_08091713b8.jpg	(from https://www.fai.gov/media-library)
12:01:36	39805/39805	---MC-	200	added ('OK')	text/html	etag:%221690646498%22	https://www.fai.gov/media-library/item/innovations-acquisitions	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/media-library/item/innovations-acquisitions.html	(from https://www.fai.gov/media-library)
12:01:37	480036/480036	---M--	200	added ('OK')	application/javascript	etag:%2275324-5ff65a8898344%22	https://www.fai.gov/sites/default/files/js/js_TWito_Bd-1a_FTMvN-kEkkeFSK7mvtwdAWVzR1zPklA.js	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/sites/default/files/js/js_TWito_Bd-1a_FTMvN-kEkkeFSK7mvtwdAWVzR1zPklA.js	(from https://www.fai.gov/media-library)
12:01:37	390/390	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2029%20Jul%202023%2016:01:39%20GMT	https://www.fai.gov/node/4780	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/node/4780.b9.delayed	(from https://www.fai.gov/knowledge-center)
12:01:37	1576/1576	---M--	200	added ('OK')	image/svg+xml	etag:%22628-5d0b1e24a1d96%22	https://www.fai.gov/themes/custom/uswds_base_fai/img/knowlege-landing/knowledge-top-logo.svg	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/themes/custom/uswds_base_fai/img/knowlege-landing/knowledge-top-logo.svg	(from https://www.fai.gov/knowledge-center)
12:01:37	1458/1458	---M--	200	added ('OK')	image/svg+xml	etag:%225b2-5d0b1e24a1d96%22	https://www.fai.gov/themes/custom/uswds_base_fai/img/knowlege-landing/human-capital.svg	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/themes/custom/uswds_base_fai/img/knowlege-landing/human-capital.svg	(from https://www.fai.gov/knowledge-center)
12:01:38	482/482	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2029%20Jul%202023%2016:01:48%20GMT	https://www.fai.gov/humancapital/human-capital-planning	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/humancapital/human-capital-planning.bc.delayed	(from https://www.fai.gov/knowledge-center)
12:01:38	1283/1283	---M--	200	added ('OK')	image/svg+xml	etag:%22503-5d0b1e24a19ae%22	https://www.fai.gov/themes/custom/uswds_base_fai/img/knowlege-landing/careers.svg	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/themes/custom/uswds_base_fai/img/knowlege-landing/careers.svg	(from https://www.fai.gov/knowledge-center)
12:01:38	470/470	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2029%20Jul%202023%2016:01:40%20GMT	https://www.fai.gov/careers/careers-acquisition	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/careers/careers-acquisition.be.delayed	(from https://www.fai.gov/knowledge-center)
12:01:39	482/482	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2029%20Jul%202023%2016:01:49%20GMT	https://www.fai.gov/resources/leadership-development	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/resources/leadership-development.bf.delayed	(from https://www.fai.gov/knowledge-center)
12:01:39	1467/1467	---M--	200	added ('OK')	image/svg+xml	etag:%225bb-5d0b1e24a1d96%22	https://www.fai.gov/themes/custom/uswds_base_fai/img/knowlege-landing/partner.svg	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/themes/custom/uswds_base_fai/img/knowlege-landing/partner.svg	(from https://www.fai.gov/knowledge-center)
12:01:39	442/442	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2029%20Jul%202023%2016:01:50%20GMT	https://www.fai.gov/resources/partnerships	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/resources/partnerships.c1.delayed	(from https://www.fai.gov/knowledge-center)
12:01:39	35607/35607	---MC-	200	added ('OK')	text/html	etag:%221690633794%22	https://www.fai.gov/resources/combating_trafficking	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/resources/combating_trafficking.html	(from https://www.fai.gov/knowledge-center)
12:01:40	35812/35812	---MC-	200	added ('OK')	text/html	etag:%221690646510%22	https://www.fai.gov/equity_in_procurement	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/equity_in_procurement.html	(from https://www.fai.gov/knowledge-center)
12:01:40	34462/34462	---MC-	200	added ('OK')	text/html	etag:%221690646502%22	https://www.fai.gov/climate_adaptation_program	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/climate_adaptation_program.html	(from https://www.fai.gov/knowledge-center)
12:01:41	482/482	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2029%20Jul%202023%2016:01:43%20GMT	https://www.fai.gov/node/2437	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/node/2437.c5.delayed	(from https://www.fai.gov/knowledge-center/human-capital-planning)
12:01:41	32783/32783	---MC-	404	error ('Not%20Found')	text/html	etag:%221690646503%22	https://www.fai.gov/sites/default/files/2023-05/FAI-Quarterly-Workforce-Metrics-Q4FY22.xlsx	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/sites/default/files/2023-05/FAI-Quarterly-Workforce-Metrics-Q4FY22.c6.delayed	(from https://www.fai.gov/knowledge-center/human-capital-planning)
12:01:41	41757/41757	---MC-	200	added ('OK')	text/html	etag:%221690638350%22	https://www.fai.gov/humancapital/annual-workforce-reports-archive	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/humancapital/annual-workforce-reports-archive.html	(from https://www.fai.gov/knowledge-center/human-capital-planning)
12:01:42	34817/34817	---MC-	200	added ('OK')	text/html	etag:%221690646504%22	https://www.fai.gov/humancapital/fy-2018-acquisition-workforce-competency-survey	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/humancapital/fy-2018-acquisition-workforce-competency-survey.html	(from https://www.fai.gov/knowledge-center/human-capital-planning)
12:01:42	35885/35885	---MC-	200	added ('OK')	text/html	etag:%221690635341%22	https://www.fai.gov/humancapital/workforce-competency-surveys-and-reports	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/humancapital/workforce-competency-surveys-and-reports.html	(from https://www.fai.gov/knowledge-center/human-capital-planning)
12:01:43	117304/117304	---M--	200	added ('OK')	application/pdf	etag:%221ca38-5cea9641d7400%22	https://www.fai.gov/sites/default/files/pdfss/Validation_of_Technical_COTR_Competencies_September_2008_Executive_Summary_FINAL_submitted_090108.pdf	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/sites/default/files/pdfss/Validation_of_Technical_COTR_Competencies_September_2008_Executive_Summary_FINAL_submitted_090108.pdf	(from https://www.fai.gov/knowledge-center/human-capital-planning)
12:01:44	1329056/1329056	---M--	200	added ('OK')	application/pdf	etag:%221447a0-5cea9642cb640%22	https://www.fai.gov/sites/default/files/pdfss/Validation_of_Technical_COTR_Competencies_September_2008_Technical_Report_FINAL_submitted_090108.pdf	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/sites/default/files/pdfss/Validation_of_Technical_COTR_Competencies_September_2008_Technical_Report_FINAL_submitted_090108.pdf	(from https://www.fai.gov/knowledge-center/human-capital-planning)
12:01:44	3365236/3365236	---M--	200	added ('OK')	application/pdf	etag:%22335974-5cea9641d7400%22	https://www.fai.gov/sites/default/files/pdfss/TechCompReport-ContractSpec.pdf	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/sites/default/files/pdfss/TechCompReport-ContractSpec.pdf	(from https://www.fai.gov/knowledge-center/human-capital-planning)
12:01:44	7646024/7646024	---M--	200	added ('OK')	application/pdf	etag:%2274ab48-5cea959fb7580%22	https://www.fai.gov/sites/default/files/2016-05-04-Acquisition-Workforce-Competency-Survey-Report.pdf	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/sites/default/files/2016-05-04-Acquisition-Workforce-Competency-Survey-Report.pdf	(from https://www.fai.gov/knowledge-center/human-capital-planning)
12:01:45	156257/156257	---M--	200	added ('OK')	application/pdf	etag:%2226261-5cea959fb7580%22	https://www.fai.gov/sites/default/files/27-Oct-2009-OFPP-AHCP-policy.pdf	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/sites/default/files/27-Oct-2009-OFPP-AHCP-policy.pdf	(from https://www.fai.gov/knowledge-center/human-capital-planning)
12:01:45	892159/892159	---M--	200	added ('OK')	application/pdf	etag:%22d9cff-5cea963d128c0%22	https://www.fai.gov/sites/default/files/pdfss/12-15-03COTRReportFINAL.pdf	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/sites/default/files/pdfss/12-15-03COTRReportFINAL.pdf	(from https://www.fai.gov/knowledge-center/human-capital-planning)
12:01:45	470/470	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2029%20Jul%202023%2016:01:56%20GMT	https://www.fai.gov/node/7401	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/node/7401.d0.delayed	(from https://www.fai.gov/knowledge-center/careers-acquisition)
12:01:46	35857/35857	---MC-	200	added ('OK')	text/html	etag:%221690643519%22	https://www.fai.gov/careers/jobs-acquisition	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/careers/jobs-acquisition.html	(from https://www.fai.gov/knowledge-center/careers-acquisition)
12:01:46	43780/43780	---MC-	200	added ('OK')	text/html	etag:%221690639986%22	https://www.fai.gov/careers/internships-acquisition	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/careers/internships-acquisition.html	(from https://www.fai.gov/knowledge-center/careers-acquisition)
12:01:47	39211/39211	---MC-	200	added ('OK')	text/html	etag:%221690646508%22	https://www.fai.gov/careers/hiring-excellence	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/careers/hiring-excellence.html	(from https://www.fai.gov/knowledge-center/careers-acquisition)
12:01:47	482/482	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2029%20Jul%202023%2016:01:57%20GMT	https://www.fai.gov/node/7407	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/node/7407.d4.delayed	(from https://www.fai.gov/knowledge-center/leadership-development)
12:01:47	366582/366582	---M--	200	added ('OK')	application/pdf	etag:%22597f6-5cea959fb7580%22	https://www.fai.gov/sites/default/files/1102-Career-Field-Brochure.pdf	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/sites/default/files/1102-Career-Field-Brochure.pdf	(from https://www.fai.gov/knowledge-center/leadership-development)
12:01:47	178653/178653	---M--	200	added ('OK')	application/octet-stream-unknown	etag:%222b9dd-5cea959fb7580%22	https://www.fai.gov/sites/default/files/1102-Career-Field-Brochure.pptx	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/sites/default/files/1102-Career-Field-Brochure.pptx	(from https://www.fai.gov/knowledge-center/leadership-development)
12:01:48	553943/553943	---M--	200	added ('OK')	application/pdf	etag:%22873d7-5cea95ce723c0%22	https://www.fai.gov/sites/default/files/FAR_Sighted_LEAP_Project_Operation_Acquisition-College_Students_Flyer.pdf	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/sites/default/files/FAR_Sighted_LEAP_Project_Operation_Acquisition-College_Students_Flyer.pdf	(from https://www.fai.gov/knowledge-center/leadership-development)
12:01:48	833783/833783	---M--	200	added ('OK')	application/pdf	etag:%22cb8f7-5cea95a0ab7c0%22	https://www.fai.gov/sites/default/files/Contracting_101_PP_presentation.pdf	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/sites/default/files/Contracting_101_PP_presentation.pdf	(from https://www.fai.gov/knowledge-center/leadership-development)
12:01:49	0/-1	---M--	301	error ('')			https://www.fai.gov/careers/careers-acquisition	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/careers/careers-acquisition.db.delayed	(from https://www.fai.gov/knowledge-center/leadership-development)
12:01:49	220077/220077	---M--	200	added ('OK')	application/pdf	etag:%2235bad-5cea96469bf40%22	https://www.fai.gov/sites/default/files/Questions_for_new_contacting_professionals.pdf	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/sites/default/files/Questions_for_new_contacting_professionals.pdf	(from https://www.fai.gov/knowledge-center/leadership-development)
12:01:49	3153942/3153942	---M--	200	added ('OK')	application/octet-stream-unknown	etag:%22302016-5cea95ce723c0%22	https://www.fai.gov/sites/default/files/FAR_Sighted_LEAP_Project_Operation_Acquisition-College_Students_Flyer.pptx	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/sites/default/files/FAR_Sighted_LEAP_Project_Operation_Acquisition-College_Students_Flyer.pptx	(from https://www.fai.gov/knowledge-center/leadership-development)
12:01:50	366334/366334	---M--	200	added ('OK')	application/pdf	etag:%22596fe-5cea95d14ea80%22	https://www.fai.gov/sites/default/files/Mitigating_the_Pitfalls_of_Technical_Evals.pdf	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/sites/default/files/Mitigating_the_Pitfalls_of_Technical_Evals.pdf	(from https://www.fai.gov/knowledge-center/leadership-development)
12:01:50	20654/20654	---M--	200	added ('OK')	application/pdf	etag:%2250ae-5cea964978600%22	https://www.fai.gov/sites/default/files/Tips_for_Writing_Technical_Evaluation_Documentation.pdf	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/sites/default/files/Tips_for_Writing_Technical_Evaluation_Documentation.pdf	(from https://www.fai.gov/knowledge-center/leadership-development)
12:01:50	219063/219063	---M--	200	added ('OK')	application/pdf	etag:%22357b7-5cea95cb95d00%22	https://www.fai.gov/sites/default/files/Example_Tech_Eval_Doc-Poor_USTA_IT.pdf	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/sites/default/files/Example_Tech_Eval_Doc-Poor_USTA_IT.pdf	(from https://www.fai.gov/knowledge-center/leadership-development)
12:01:50	238614/238614	---M--	200	added ('OK')	application/pdf	etag:%223a416-5cea95cb95d00%22	https://www.fai.gov/sites/default/files/Example_Tech_Eval_Doc-Excellent_USTA_IT.pdf	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/sites/default/files/Example_Tech_Eval_Doc-Excellent_USTA_IT.pdf	(from https://www.fai.gov/knowledge-center/leadership-development)
12:01:51	2866111/2866111	---M--	200	added ('OK')	application/pdf	etag:%222bbbbf-5cea959fb7580%22	https://www.fai.gov/sites/default/files/1102_Career_Map_2018.pdf	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/sites/default/files/1102_Career_Map_2018.pdf	(from https://www.fai.gov/knowledge-center/leadership-development)
12:01:51	406/406	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2029%20Jul%202023%2016:01:53%20GMT	https://www.fai.gov/resources/CO-toolkit	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/resources/CO-toolkit.e2.delayed	(from https://www.fai.gov/knowledge-center/leadership-development)
12:01:51	121437/121437	---MC-	200	added ('OK')	text/html	etag:%221690646513%22	https://www.fai.gov/resources/co-toolkit	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/resources/co-toolkit.html	(from https://www.fai.gov/knowledge-center/leadership-development)
12:01:52	442/442	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2029%20Jul%202023%2016:01:54%20GMT	https://www.fai.gov/node/145	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/node/145.e5.delayed	(from https://www.fai.gov/knowledge-center/partnerships)
12:01:52	3128368/3128368	---M--	200	added ('OK')	application/pdf	etag:%222fbc30-5dd188dc4f623%22	https://www.fai.gov/sites/default/files/0340_Learning_and_Development_Roadmap_04062021.pdf	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/sites/default/files/0340_Learning_and_Development_Roadmap_04062021.pdf	(from https://www.fai.gov/knowledge-center/leadership-development)
12:01:52	893849/893849	---M--	200	added ('OK')	application/pdf	etag:%22da399-5cea95ce723c0%22	https://www.fai.gov/sites/default/files/FINALLOUwithPMIandFAI.pdf	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/sites/default/files/FINALLOUwithPMIandFAI.pdf	(from https://www.fai.gov/knowledge-center/partnerships)
12:01:52	346/346	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2029%20Jul%202023%2016:01:54%20GMT	https://www.fai.gov/node/11683	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/node/11683.e7.delayed	(from https://www.fai.gov/tools)
12:01:53	1860/1860	---M--	200	added ('OK')	image/svg+xml	etag:%22744-5d6d7376c7593%22	https://www.fai.gov/themes/custom/uswds_base_fai/img/training-landing/tools-landing-top.svg	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/themes/custom/uswds_base_fai/img/training-landing/tools-landing-top.svg	(from https://www.fai.gov/tools)
12:01:53	510/510	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2029%20Jul%202023%2016:01:55%20GMT	https://www.fai.gov/contracting-professional%e2%80%99s-career-roadmap	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/contracting-professional%e2%80%99s-career-roadmap.e9.delayed	(from https://www.fai.gov/tools)
12:01:53	9352146/9352146	---M--	200	added ('OK')	application/octet-stream-unknown	etag:%228eb3d2-5cea95d05a840%22	https://www.fai.gov/sites/default/files/LEAP_TOP_10_Presentation_FINAL_for_FAI.pptx	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/sites/default/files/LEAP_TOP_10_Presentation_FINAL_for_FAI.pptx	(from https://www.fai.gov/knowledge-center/leadership-development)
12:02:02	478/478	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2029%20Jul%202023%2016:02:04%20GMT	https://www.fai.gov/node/10727	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/node/10727.ea.delayed	(from https://www.fai.gov/tools)
12:02:02	414/414	---MC-	301	error ('Moved%20Permanently')	text/html	date:Sat,%2029%20Jul%202023%2016:02:04%20GMT	https://www.fai.gov/resources/tools	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/resources/tools.eb.delayed	(from https://www.fai.gov/tools)
12:02:02	348/348	---M--	200	added ('OK')	application/javascript	etag:%2215c-6019fd073aaaf%22	https://www.fai.gov/sites/default/files/google_tag/periodic_table_tags/google_tag.script.js?ryk6wo	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/sites/default/files/google_tag/periodic_table_tags/google_tag.scripta113.js	(from https://www.fai.gov/periodic-table)
12:02:03	27515/27515	---M--	200	added ('OK')	text/css	etag:%226b7b-5ff6097a71a62%22	https://www.fai.gov/sites/default/files/css/css_PuFXE_mKhzS-oSPGiHwOBTbujHa-vuOcgmaLB5cVEVs.css	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/sites/default/files/css/css_PuFXE_mKhzS-oSPGiHwOBTbujHa-vuOcgmaLB5cVEVs.css	(from https://www.fai.gov/periodic-table)
12:02:03	91572/91572	---MC-	200	added ('OK')	text/html	etag:%221690636986%22	https://www.fai.gov/updated-periodic-table/add	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/updated-periodic-table/add.html	(from https://www.fai.gov/periodic-table)
12:02:04	60079/60079	---MC-	200	added ('OK')	text/html	etag:%221690646525%22	https://www.fai.gov/form/periodic-table-of-acquisition-in	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/form/periodic-table-of-acquisition-in.html	(from https://www.fai.gov/periodic-table)
12:02:04	1709/1709	---M--	200	added ('OK')	image/png	etag:%226ad-5cea95a0ab7c0%22	https://www.fai.gov/sites/default/files/check.png	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/sites/default/files/check.png	(from https://www.fai.gov/periodic-table)
12:02:04	674/674	---M--	200	added ('OK')	image/png	etag:%222a2-5cea9648843c0%22	https://www.fai.gov/sites/default/files/small-business.png	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/sites/default/files/small-business.png	(from https://www.fai.gov/periodic-table)
12:02:04	246144/246144	---M--	200	added ('OK')	application/pdf	etag:%223c180-5cea9644b3ac0%22	https://www.fai.gov/sites/default/files/periodic_table/DHS_CBP_LASO_Solicitation-CSOP.PDF	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/sites/default/files/periodic_table/DHS_CBP_LASO_Solicitation-CSOP.pdf	(from https://www.fai.gov/periodic-table)
12:02:05	455148/455148	---M--	200	added ('OK')	application/pdf	etag:%226f1ec-5fabb37133547%22	https://www.fai.gov/sites/default/files/DHS%20Commercial%20Solutions%20Opening%20Pilot%20Program%20Guide_Apr%202023.pdf	C:/Data/FAI_GOV/fai-static-local/fai-static-local/www.fai.gov/sites/default/files/DHS%20Commercial%20Solutions%20Opening%20Pilot%20Program%20Guide_Apr%202023.pdf	(from https://www.fai.gov/periodic-table)
